qseqid	sseqid	pident	length	evalue	bitscore
sp|Q6UXN7|TO20L_HUMAN	sp|P35180|TOM20_YEAST	27.273	154	2.56e-12	59.7
sp|Q6UXN9|WDR82_HUMAN	sp|P36104|SWD2_YEAST	33.75	320	7.38e-53	174.0
sp|Q6VN20|RBP10_HUMAN	sp|P53076|VID30_YEAST	39.024	123	2.68e-17	84.0
sp|Q6XR72|ZNT10_HUMAN	sp|P20107|ZRC1_YEAST	35.366	410	8.28e-70	227.0
sp|Q6Y1H2|HACD2_HUMAN	sp|P40857|HACD_YEAST	31.839	223	3.05e-28	105.0
sp|Q6YHU6|THADA_HUMAN	sp|Q03496|THADA_YEAST	27.992	493	2.4799999999999998e-28	122.0
sp|Q6YI46|TMM64_HUMAN	sp|P36164|TVP38_YEAST	21.905	210	2.83e-06	46.6
sp|Q6ZP29|LAAT1_HUMAN	sp|Q12010|YPQ1_YEAST	28.929	280	5.869999999999999e-23	94.4
sp|Q6ZQW0|I23O2_HUMAN	sp|P47125|I23O_YEAST	32.553	427	9.790000000000001e-59	196.0
sp|Q6ZRS2|SRCAP_HUMAN	sp|Q05471|SWR1_YEAST	56.658	383	2.5e-142	485.0
sp|Q6ZSM3|MOT12_HUMAN	sp|P36032|MCH2_YEAST	23.266	447	1.09e-20	92.8
sp|Q6ZUM4|RHG27_HUMAN	sp|P39960|BEM2_YEAST	33.503	197	2.04e-28	121.0
sp|Q6ZV29|PLPL7_HUMAN	sp|Q04958|NTE1_YEAST	31.661	897	8.97e-137	456.0
sp|Q6ZVE7|GOT1A_HUMAN	sp|Q03554|GOT1_YEAST	40.299	134	6.28e-17	70.1
sp|Q6ZVM7|TM1L2_HUMAN	sp|P38817|GGA2_YEAST	25.762	361	4.5e-18	85.1
sp|Q6ZWT7|MBOA2_HUMAN	sp|Q08548|ALE1_YEAST	29.949	394	1.72e-52	186.0
sp|Q6ZYL4|TF2H5_HUMAN	sp|Q3E7C1|TFB5_YEAST	28.358	67	4.42e-08	43.5
sp|Q70HW3|SAMC_HUMAN	sp|P38921|PET8_YEAST	45.62	274	1.91e-78	237.0
sp|Q71UI9|H2AV_HUMAN	sp|Q12692|H2AZ_YEAST	73.832	107	2.68e-51	157.0
sp|Q75T13|PGAP1_HUMAN	sp|P43571|BST1_YEAST	33.125	320	3.51e-44	171.0
sp|Q7KZ85|SPT6H_HUMAN	sp|P23615|SPT6_YEAST	24.103	1560	3.92e-92	328.0
sp|Q7KZN9|COX15_HUMAN	sp|P40086|COX15_YEAST	41.304	368	1.3999999999999998e-82	259.0
sp|Q7L211|ABHDD_HUMAN	sp|P42840|YN60_YEAST	34.875	281	1.9e-45	154.0
sp|Q7L3T8|SYPM_HUMAN	sp|P39965|SYPM_YEAST	40.244	246	2.6e-51	181.0
sp|Q7L523|RRAGA_HUMAN	sp|Q00582|RAGAB_YEAST	51.623	308	1.27e-106	311.0
sp|Q7L590|MCM10_HUMAN	sp|P32354|MCM10_YEAST	25.248	202	1.38e-12	69.3
sp|Q7L5A8|FA2H_HUMAN	sp|Q03529|SCS7_YEAST	31.959	388	1.06e-51	174.0
sp|Q7L5D6|GET4_HUMAN	sp|Q12125|GET4_YEAST	28.793	323	1.6700000000000002e-21	90.9
sp|Q7L5L3|GDPD3_HUMAN	sp|Q08959|PGC1_YEAST	23.793	290	4.39e-12	63.9
sp|Q7L5Y9|MAEA_HUMAN	sp|P40492|FYV10_YEAST	22.619	252	5.81e-15	74.3
sp|Q7L7L0|H2A3_HUMAN	sp|P04912|H2A2_YEAST	81.25	112	4.66e-63	187.0
sp|Q7L8W6|DPH6_HUMAN	sp|Q12429|DPH6_YEAST	47.036	253	6.299999999999999e-69	223.0
sp|Q7RTV0|PHF5A_HUMAN	sp|Q06835|RDS3_YEAST	56.19	105	2.8700000000000003e-37	120.0
sp|Q7Z2E3|APTX_HUMAN	sp|Q08702|APTX_YEAST	29.487	156	2.92e-14	69.3
sp|Q7Z2H8|S36A1_HUMAN	sp|P50944|AVT4_YEAST	30.645	434	2.68e-38	146.0
sp|Q7Z2K6|ERMP1_HUMAN	sp|P38244|PFF1_YEAST	30.736	231	1.97e-20	95.1
sp|Q7Z2Z2|EFL1_HUMAN	sp|P53893|RIA1_YEAST	46.681	467	8e-122	400.0
sp|Q7Z333|SETX_HUMAN	sp|Q00416|SEN1_YEAST	29.465	767	3.6900000000000005e-70	261.0
sp|Q7Z3C6|ATG9A_HUMAN	sp|Q12142|ATG9_YEAST	27.863	524	9.59e-65	232.0
sp|Q7Z3U7|MON2_HUMAN	sp|P48563|MON2_YEAST	20.233	1285	5.18e-40	160.0
sp|Q7Z4G4|TRM11_HUMAN	sp|Q12463|TRM11_YEAST	34.216	453	1.6699999999999998e-81	256.0
sp|Q7Z4H3|HDDC2_HUMAN	sp|P38331|YB92_YEAST	42.935	184	2.65e-45	148.0
sp|Q7Z569|BRAP_HUMAN	sp|P38748|ETP1_YEAST	33.268	511	1.56e-71	239.0
sp|Q7Z628|ARHG8_HUMAN	sp|P51862|ROM2_YEAST	23.569	297	4.82e-18	86.3
sp|Q7Z695|ADCK2_HUMAN	sp|Q02981|YP109_YEAST	34.835	333	2.15e-58	205.0
sp|Q7Z6E9|RBBP6_HUMAN	sp|P35728|MPE1_YEAST	30.423	355	8.61e-42	158.0
sp|Q7Z6J8|UBE3D_HUMAN	sp|P47172|YJ9I_YEAST	21.479	284	2.64e-07	50.1
sp|Q7Z6M1|RABEK_HUMAN	sp|P50090|KEL2_YEAST	28.627	255	1.2e-24	103.0
sp|Q7Z6V5|ADAT2_HUMAN	sp|P47058|ADAT2_YEAST	39.759	166	6.120000000000001e-36	124.0
sp|Q7Z6Z7|HUWE1_HUMAN	sp|Q03280|TOM1_YEAST	44.28	542	3.41e-128	454.0
sp|Q7Z739|YTHD3_HUMAN	sp|Q06390|MRB1_YEAST	41.429	140	6.47e-32	123.0
sp|Q7Z7A3|CTU1_HUMAN	sp|P53088|CTU1_YEAST	49.074	324	6.889999999999999e-115	335.0
sp|Q7Z7B1|PIGW_HUMAN	sp|P47026|GWT1_YEAST	31.898	511	2.59e-51	180.0
sp|Q86SQ9|DHDDS_HUMAN	sp|P35196|RER2_YEAST	43.59	234	1.5599999999999999e-55	181.0
sp|Q86SX6|GLRX5_HUMAN	sp|Q02784|GLRX5_YEAST	49.074	108	9.95e-35	117.0
sp|Q86SZ2|TPC6B_HUMAN	sp|Q99394|TRS33_YEAST	38.235	136	4.19e-22	87.4
sp|Q86TL2|STIMA_HUMAN	sp|Q12042|YP162_YEAST	27.556	225	2.69e-18	80.9
sp|Q86TM6|SYVN1_HUMAN	sp|Q08109|HRD1_YEAST	29.078	141	5.22e-14	72.8
sp|Q86TN4|TRPT1_HUMAN	sp|Q12272|TPT1_YEAST	40.323	186	5.59e-32	115.0
sp|Q86TP1|PRUN1_HUMAN	sp|P38698|PPX1_YEAST	26.79	377	3.58e-24	101.0
sp|Q86TW2|ADCK1_HUMAN	sp|Q06567|MCP2_YEAST	34.328	469	9.43e-79	255.0
sp|Q86U06|RBM23_HUMAN	sp|P53883|NOP13_YEAST	30.612	147	2.86e-16	78.2
sp|Q86U28|ISCA2_HUMAN	sp|Q12425|ISA2_YEAST	32.031	128	2.27e-16	70.5
sp|Q86U38|NOP9_HUMAN	sp|P47077|NOP9_YEAST	22.241	607	1.97e-21	96.7
sp|Q86U44|MTA70_HUMAN	sp|P41833|MTA70_YEAST	50.709	282	7.54e-94	297.0
sp|Q86U86|PB1_HUMAN	sp|Q06488|RSC2_YEAST	37.705	122	1.6300000000000001e-21	99.8
sp|Q86U90|YRDC_HUMAN	sp|P32579|SUA5_YEAST	26.923	182	1.09e-10	59.7
sp|Q86UA1|PRP39_HUMAN	sp|P39682|PRP39_YEAST	26.351	296	1.55e-22	100.0
sp|Q86UK7|ZN598_HUMAN	sp|Q05580|HEL2_YEAST	28.016	257	4.38e-34	137.0
sp|Q86UW6|N4BP2_HUMAN	sp|Q08954|NBR9_YEAST	31.944	144	5.69e-11	62.8
sp|Q86V24|PAQR2_HUMAN	sp|Q12442|IZH2_YEAST	36.066	305	8.68e-55	181.0
sp|Q86V88|MGDP1_HUMAN	sp|P40081|MGDP1_YEAST	34.132	167	5.6e-20	80.5
sp|Q86VD9|PIGZ_HUMAN	sp|Q04174|SMP3_YEAST	31.034	406	4.12e-32	128.0
sp|Q86VI3|IQGA3_HUMAN	sp|Q12280|IQG1_YEAST	37.838	148	1.42e-22	103.0
sp|Q86VX9|MON1A_HUMAN	sp|P53129|MON1_YEAST	27.292	469	1.1300000000000001e-43	164.0
sp|Q86VZ6|JAZF1_HUMAN	sp|P32432|SFP1_YEAST	37.079	89	3.02e-12	63.9
sp|Q86WA9|S2611_HUMAN	sp|Q12325|SUL2_YEAST	34.167	480	5.3900000000000006e-73	249.0
sp|Q86WR0|CCD25_HUMAN	sp|P40206|JLP2_YEAST	44.667	150	6.53e-38	128.0
sp|Q86WU2|LDHD_HUMAN	sp|P32891|DLD1_YEAST	34.483	493	9.689999999999999e-98	305.0
sp|Q86X76|NIT1_HUMAN	sp|P47016|NIT2_YEAST	37.049	305	3.32e-66	208.0
sp|Q86XA9|HTR5A_HUMAN	sp|P39526|LAA1_YEAST	28.218	202	1.41e-15	81.3
sp|Q86Y79|PTH_HUMAN	sp|P38876|PTH_YEAST	28.729	181	2.61e-13	63.9
sp|Q86Y82|STX12_HUMAN	sp|P32854|PEP12_YEAST	25.532	235	3.44e-13	66.2
sp|Q86YB8|ERO1B_HUMAN	sp|Q03103|ERO1_YEAST	35.122	410	9.74e-60	203.0
sp|Q86YJ6|THNS2_HUMAN	sp|P16120|THRC_YEAST	38.242	455	1.86e-99	306.0
sp|Q86YN1|DOPP1_HUMAN	sp|P53223|CAX4_YEAST	34.706	170	2.1e-24	95.5
sp|Q86YT5|S13A5_HUMAN	sp|P39535|PHO90_YEAST	23.105	554	4.33e-16	79.7
sp|Q8IU60|DCP2_HUMAN	sp|P53550|DCP2_YEAST	37.118	229	5.35e-45	165.0
sp|Q8IU85|KCC1D_HUMAN	sp|P27466|KCC1_YEAST	40.895	313	6.27e-76	240.0
sp|Q8IUH5|ZDH17_HUMAN	sp|P39010|AKR1_YEAST	29.715	562	6.650000000000001e-64	223.0
sp|Q8IUR0|TPPC5_HUMAN	sp|Q03337|TRS31_YEAST	31.25	112	5.4e-15	69.3
sp|Q8IVB4|SL9A9_HUMAN	sp|Q04121|NHX1_YEAST	34.205	497	2.86e-78	259.0
sp|Q8IVV7|GID4_HUMAN	sp|P38263|GID4_YEAST	28.947	228	1.1699999999999998e-23	97.1
sp|Q8IW45|NNRD_HUMAN	sp|P36059|NNRD_YEAST	37.73	326	4.78e-65	207.0
sp|Q8IWA0|WDR75_HUMAN	sp|Q02931|UTP17_YEAST	22.817	355	2.77e-07	52.4
sp|Q8IWB9|TEX2_HUMAN	sp|Q06833|NVJ2_YEAST	32.051	78	3.91e-09	58.9
sp|Q8IWL3|HSC20_HUMAN	sp|P53193|JAC1_YEAST	28.667	150	7.18e-14	65.9
sp|Q8IWV8|UBR2_HUMAN	sp|P19812|UBR1_YEAST	22.198	928	1.1900000000000001e-29	127.0
sp|Q8IWW8|HOT_HUMAN	sp|P10127|ADH4_YEAST	23.867	331	1.32e-24	103.0
sp|Q8IWX5|SGPP2_HUMAN	sp|P23501|DS1P2_YEAST	27.23	213	6.61e-16	76.6
sp|Q8IWZ3|ANKH1_HUMAN	sp|P40480|HOS4_YEAST	27.64	322	1.1e-17	88.2
sp|Q8IX06|GOR_HUMAN	sp|P53331|REXO1_YEAST	48.387	155	1.24e-36	142.0
sp|Q8IXB1|DJC10_HUMAN	sp|P40564|DJP1_YEAST	55.0	80	1.95e-19	89.7
sp|Q8IXI2|MIRO1_HUMAN	sp|P39722|GEM1_YEAST	31.942	623	1.8e-91	294.0
sp|Q8IXL7|MSRB3_HUMAN	sp|P25566|MXR2_YEAST	42.017	119	9.45e-29	103.0
sp|Q8IXW5|RPAP2_HUMAN	sp|P40084|RTR1_YEAST	32.941	85	6.95e-10	57.8
sp|Q8IY18|SMC5_HUMAN	sp|Q08204|SMC5_YEAST	45.503	189	2.85e-39	156.0
sp|Q8IY37|DHX37_HUMAN	sp|Q04217|DHR1_YEAST	42.509	821	0.0	608.0
sp|Q8IY51|TIGD4_HUMAN	sp|P32896|PDC2_YEAST	25.175	286	5e-16	79.3
sp|Q8IY81|SPB1_HUMAN	sp|P25582|SPB1_YEAST	41.561	474	7.18e-120	381.0
sp|Q8IYB8|SUV3_HUMAN	sp|P32580|SUV3_YEAST	35.501	569	7.25e-90	296.0
sp|Q8IYD1|ERF3B_HUMAN	sp|P05453|ERF3_YEAST	56.674	427	4.24e-175	511.0
sp|Q8IYD8|FANCM_HUMAN	sp|P40562|MPH1_YEAST	31.27	630	3.15e-78	280.0
sp|Q8IYI6|EXOC8_HUMAN	sp|P38261|EXO84_YEAST	22.374	219	2.12e-07	52.4
sp|Q8IYL2|TRM44_HUMAN	sp|Q02648|TRM44_YEAST	30.435	276	1.1900000000000002e-31	128.0
sp|Q8IZ69|TRM2A_HUMAN	sp|P33753|TRM2_YEAST	27.805	205	2.08e-18	87.0
sp|Q8IZ73|RUSD2_HUMAN	sp|Q12362|RIB2_YEAST	50.0	274	6.83e-88	280.0
sp|Q8IZD9|DOCK3_HUMAN	sp|Q06409|DCK1_YEAST	22.869	704	1.26e-36	150.0
sp|Q8IZF0|NALCN_HUMAN	sp|P50077|CCH1_YEAST	23.338	767	4.9299999999999995e-52	200.0
sp|Q8IZH2|XRN1_HUMAN	sp|P22147|XRN1_YEAST	54.496	367	1.34e-128	438.0
sp|Q8IZQ1|WDFY3_HUMAN	sp|P25356|BPH1_YEAST	43.033	488	2.86e-116	412.0
sp|Q8N122|RPTOR_HUMAN	sp|P38873|KOG1_YEAST	55.615	374	3.85e-126	425.0
sp|Q8N138|ORML3_HUMAN	sp|P53224|ORM1_YEAST	37.681	138	4.08e-21	83.6
sp|Q8N142|PURA1_HUMAN	sp|P80210|PURA_YEAST	57.11	429	0.0	515.0
sp|Q8N159|NAGS_HUMAN	sp|Q01217|ARG56_YEAST	26.292	445	5.82e-34	135.0
sp|Q8N1B4|VPS52_HUMAN	sp|P39904|VPS52_YEAST	20.645	465	2.02e-22	100.0
sp|Q8N1F7|NUP93_HUMAN	sp|P34077|NIC96_YEAST	25.0	872	4.04e-60	217.0
sp|Q8N2H4|SYS1_HUMAN	sp|P41544|SYS1_YEAST	24.031	129	1.53e-07	47.0
sp|Q8N2K1|UB2J2_HUMAN	sp|P33296|UBC6_YEAST	58.491	159	4.2800000000000004e-64	199.0
sp|Q8N2U9|S66A2_HUMAN	sp|Q03687|ANY1_YEAST	22.956	318	5.14e-14	69.3
sp|Q8N2W9|PIAS4_HUMAN	sp|Q12216|SIZ2_YEAST	27.419	310	2.55e-30	123.0
sp|Q8N2Z9|CENPS_HUMAN	sp|Q3E835|CENPS_YEAST	29.114	79	3.65e-07	43.5
sp|Q8N3C0|ASCC3_HUMAN	sp|P53327|ASCC3_YEAST	48.327	1614	0.0	1525.0
sp|Q8N3P4|VPS8_HUMAN	sp|P39702|VPS8_YEAST	23.352	364	1.95e-17	86.7
sp|Q8N3Z3|GTPB8_HUMAN	sp|Q05473|MRX8_YEAST	27.857	280	1.38e-24	98.6
sp|Q8N3Z6|ZCHC7_HUMAN	sp|P40507|AIR1_YEAST	31.469	143	4.06e-11	62.8
sp|Q8N442|GUF1_HUMAN	sp|P46943|GUF1_YEAST	49.513	616	0.0	609.0
sp|Q8N465|D2HDH_HUMAN	sp|P46681|DLD2_YEAST	53.183	487	1.24e-178	511.0
sp|Q8N4J0|CARME_HUMAN	sp|P53934|CARME_YEAST	32.39	318	7.21e-50	171.0
sp|Q8N4Q1|MIA40_HUMAN	sp|P36046|MIA40_YEAST	61.333	75	5.050000000000001e-27	102.0
sp|Q8N4V2|SVOP_HUMAN	sp|P25297|PHO84_YEAST	23.303	545	2.49e-12	67.4
sp|Q8N543|OGFD1_HUMAN	sp|P40032|TPA1_YEAST	30.061	326	6.370000000000001e-21	94.4
sp|Q8N584|TT39C_HUMAN	sp|P36114|YKR18_YEAST	19.198	474	1.77e-15	77.8
sp|Q8N5J2|MINY1_HUMAN	sp|Q08930|YP191_YEAST	28.446	341	5.7399999999999995e-30	117.0
sp|Q8N5M1|ATPF2_HUMAN	sp|P22135|ATP12_YEAST	22.059	272	6.02e-07	48.1
sp|Q8N5U6|RNF10_HUMAN	sp|Q06436|MAG2_YEAST	26.562	192	2.74e-13	71.2
sp|Q8N5Z0|AADAT_HUMAN	sp|P53090|ARO8_YEAST	27.381	504	3.3499999999999997e-60	201.0
sp|Q8N697|S15A4_HUMAN	sp|P32901|PTR2_YEAST	24.558	509	3.5600000000000004e-33	132.0
sp|Q8N6H7|ARFG2_HUMAN	sp|P38682|GLO3_YEAST	35.088	228	1.66e-30	122.0
sp|Q8N6M0|OTU6B_HUMAN	sp|P38747|OTU2_YEAST	33.007	306	1.37e-38	135.0
sp|Q8N6M5|ALLC_HUMAN	sp|P25335|ALLC_YEAST	30.0	370	1.11e-50	171.0
sp|Q8N6T3|ARFG1_HUMAN	sp|P35197|GCS1_YEAST	29.023	348	4.550000000000001e-37	136.0
sp|Q8N766|EMC1_HUMAN	sp|P25574|EMC1_YEAST	28.402	338	6.2500000000000005e-31	128.0
sp|Q8N7B1|HORM2_HUMAN	sp|P20050|HOP1_YEAST	25.168	298	4.95e-14	70.5
sp|Q8N7N1|F86B1_HUMAN	sp|P47163|EFM3_YEAST	26.087	207	2.38e-11	62.0
sp|Q8N895|ZN366_HUMAN	sp|P39933|TF3A_YEAST	33.735	249	3.2900000000000004e-27	113.0
sp|Q8N8A6|DDX51_HUMAN	sp|P53734|DBP6_YEAST	31.77	469	1.4200000000000001e-57	203.0
sp|Q8N8R3|S2529_HUMAN	sp|P38087|YMC2_YEAST	35.762	302	1.77e-47	160.0
sp|Q8N954|GPT11_HUMAN	sp|Q06152|YL271_YEAST	41.667	48	5.53e-08	50.8
sp|Q8N9T8|KRI1_HUMAN	sp|P42846|KRI1_YEAST	26.724	348	1.32e-07	52.8
sp|Q8NB90|AFG2A_HUMAN	sp|P32794|AFG2_YEAST	48.589	638	0.0	579.0
sp|Q8NBF6|AVL9_HUMAN	sp|Q12500|AVL9_YEAST	35.021	237	5.76e-39	151.0
sp|Q8NBI5|S43A3_HUMAN	sp|Q04991|FMP42_YEAST	30.939	181	1.82e-17	82.8
sp|Q8NBP7|PCSK9_HUMAN	sp|P09232|PRTB_YEAST	31.373	357	5.529999999999999e-42	159.0
sp|Q8NBU5|ATAD1_HUMAN	sp|P28737|MSP1_YEAST	45.619	331	3.1099999999999996e-98	293.0
sp|Q8NCE0|SEN2_HUMAN	sp|P16658|SEN2_YEAST	29.24	171	2.76e-16	78.2
sp|Q8NCS7|CTL5_HUMAN	sp|Q12412|PNS1_YEAST	28.402	169	1.66e-16	81.3
sp|Q8NCW5|NNRE_HUMAN	sp|P40165|NNRE_YEAST	40.408	245	7.63e-53	171.0
sp|Q8NEB9|PK3C3_HUMAN	sp|P22543|VPS34_YEAST	36.254	913	5.64e-178	535.0
sp|Q8NEL9|DDHD1_HUMAN	sp|Q12204|YOR22_YEAST	25.246	305	1.13e-22	102.0
sp|Q8NFF5|FAD1_HUMAN	sp|P38913|FAD1_YEAST	31.78	236	2.95e-26	107.0
sp|Q8NFP7|NUD10_HUMAN	sp|Q99321|DDP1_YEAST	39.08	87	4.34e-11	56.6
sp|Q8NFU3|TSTD1_HUMAN	sp|Q08742|RDL2_YEAST	33.628	113	3.27e-15	65.1
sp|Q8NFV4|ABHDB_HUMAN	sp|P53219|IMO32_YEAST	34.375	288	6.739999999999999e-42	145.0
sp|Q8NFW5|DMBX1_HUMAN	sp|P07269|PHO2_YEAST	36.765	68	2.29e-09	57.0
sp|Q8NG68|TTL_HUMAN	sp|P38254|TTL_YEAST	26.415	265	2.36e-14	72.4
sp|Q8NHP6|MSPD2_HUMAN	sp|Q06705|CSR1_YEAST	27.368	190	2.25e-20	91.3
sp|Q8NHQ9|DDX55_HUMAN	sp|P25808|SPB4_YEAST	39.261	568	1.84e-115	355.0
sp|Q8NHR9|PROF4_HUMAN	sp|P07274|PROF_YEAST	30.435	115	1.02e-16	68.9
sp|Q8NI27|THOC2_HUMAN	sp|P53552|THO2_YEAST	22.635	1131	2.03e-44	175.0
sp|Q8NI36|WDR36_HUMAN	sp|Q06078|UTP21_YEAST	31.884	897	5.25e-148	459.0
sp|Q8NI37|PPTC7_HUMAN	sp|P38797|PP2C7_YEAST	36.078	255	5.64e-32	119.0
sp|Q8NI60|COQ8A_HUMAN	sp|P27697|COQ8_YEAST	41.558	462	4.3299999999999994e-126	380.0
sp|Q8NI77|KI18A_HUMAN	sp|P53086|KIP3_YEAST	45.25	400	2.8e-107	348.0
sp|Q8TAD8|SNIP1_HUMAN	sp|Q07930|PML1_YEAST	30.357	168	6.81e-12	62.4
sp|Q8TAQ2|SMRC2_HUMAN	sp|P32591|SWI3_YEAST	35.556	360	3.05e-65	235.0
sp|Q8TAT6|NPL4_HUMAN	sp|P33755|NPL4_YEAST	34.242	587	2.26e-109	338.0
sp|Q8TB40|ABHD4_HUMAN	sp|Q12385|ICT1_YEAST	24.062	320	3.66e-20	88.6
sp|Q8TB61|S35B2_HUMAN	sp|Q12520|HUT1_YEAST	25.625	320	1.2500000000000001e-21	93.2
sp|Q8TBB5|KLDC4_HUMAN	sp|Q08979|KEL3_YEAST	29.701	468	2.49e-53	189.0
sp|Q8TBB6|S7A14_HUMAN	sp|P25376|AGP1_YEAST	21.366	454	1.51e-10	62.4
sp|Q8TBC4|UBA3_HUMAN	sp|Q99344|UBA3_YEAST	42.994	314	2.1700000000000002e-85	262.0
sp|Q8TBK2|SETD6_HUMAN	sp|Q12504|RKM4_YEAST	26.354	277	1.36e-24	104.0
sp|Q8TBQ9|KISHA_HUMAN	sp|Q8TGJ3|KISH_YEAST	64.706	68	6.51e-27	91.3
sp|Q8TBZ6|TM10A_HUMAN	sp|Q12400|TRM10_YEAST	31.69	284	7.37e-43	148.0
sp|Q8TC07|TBC15_HUMAN	sp|P48365|GYP7_YEAST	35.38	342	1.04e-58	209.0
sp|Q8TCC7|S22A8_HUMAN	sp|P0CD99|MPH2_YEAST	26.99	289	1.53e-13	71.2
sp|Q8TCF1|ZFAN1_HUMAN	sp|P53899|CUZ1_YEAST	25.41	244	7.06e-15	70.9
sp|Q8TCG2|P4K2B_HUMAN	sp|P42951|LSB6_YEAST	33.924	395	6.240000000000001e-63	213.0
sp|Q8TCJ2|STT3B_HUMAN	sp|P39007|STT3_YEAST	54.342	714	0.0	747.0
sp|Q8TCT9|SPP_HUMAN	sp|P34248|YKK0_YEAST	30.328	244	2.09e-28	114.0
sp|Q8TD22|SFXN5_HUMAN	sp|Q12029|FSF1_YEAST	38.554	332	6.3900000000000005e-77	237.0
sp|Q8TD30|ALAT2_HUMAN	sp|P52892|ALAT2_YEAST	46.721	488	2.47e-148	433.0
sp|Q8TDC3|BRSK1_HUMAN	sp|P34244|HSL1_YEAST	40.471	425	1.0499999999999999e-89	307.0
sp|Q8TDD1|DDX54_HUMAN	sp|Q12389|DBP10_YEAST	37.643	789	8.390000000000001e-161	494.0
sp|Q8TDN6|BRX1_HUMAN	sp|Q08235|BRX1_YEAST	47.909	263	3.04e-91	273.0
sp|Q8TEA8|DTD1_HUMAN	sp|Q07648|DTD_YEAST	47.297	148	6.569999999999999e-42	137.0
sp|Q8TED0|UTP15_HUMAN	sp|Q04305|UTP15_YEAST	31.008	516	1.72e-78	253.0
sp|Q8TEK3|DOT1L_HUMAN	sp|Q04089|DOT1_YEAST	28.283	297	1.06e-26	115.0
sp|Q8TEQ8|PIGO_HUMAN	sp|Q07830|GPI13_YEAST	31.592	823	3.26e-81	284.0
sp|Q8TEX9|IPO4_HUMAN	sp|P40069|IMB4_YEAST	23.43	1067	1.85e-64	236.0
sp|Q8TF76|HASP_HUMAN	sp|P32789|ALK2_YEAST	28.395	162	6.2e-08	54.3
sp|Q8WTT2|NOC3L_HUMAN	sp|Q07896|NOC3_YEAST	30.561	553	4.0199999999999997e-60	214.0
sp|Q8WTW4|NPRL2_HUMAN	sp|P39923|NPR2_YEAST	35.294	136	3.9800000000000006e-21	93.2
sp|Q8WU79|SMAP2_HUMAN	sp|P40529|AGE2_YEAST	48.673	113	1.15e-32	123.0
sp|Q8WU90|ZC3HF_HUMAN	sp|Q12000|TMA46_YEAST	46.278	309	1.43e-71	227.0
sp|Q8WUM4|PDC6I_HUMAN	sp|Q12033|PALA_YEAST	26.438	730	6.07e-41	158.0
sp|Q8WUM9|S20A1_HUMAN	sp|P38361|PHO89_YEAST	40.86	186	3.0499999999999997e-40	154.0
sp|Q8WUX2|CHAC2_HUMAN	sp|P32656|CHAC_YEAST	33.0	200	2.81e-29	106.0
sp|Q8WV22|NSE1_HUMAN	sp|Q07913|NSE1_YEAST	25.541	231	6.51e-09	53.5
sp|Q8WV83|S35F5_HUMAN	sp|Q03730|YMB8_YEAST	30.353	425	4.2500000000000004e-47	166.0
sp|Q8WV93|AFG1L_HUMAN	sp|P32317|AFG1_YEAST	35.169	472	3.18e-78	251.0
sp|Q8WVB6|CTF18_HUMAN	sp|P49956|CTF18_YEAST	24.966	737	5.77e-48	181.0
sp|Q8WVC0|LEO1_HUMAN	sp|P38439|LEO1_YEAST	32.243	214	8.48e-26	108.0
sp|Q8WVC6|DCAKD_HUMAN	sp|Q03941|CAB5_YEAST	38.298	235	5.99e-43	143.0
sp|Q8WVE0|EFMT1_HUMAN	sp|P53200|EFM5_YEAST	37.826	230	4.8e-43	143.0
sp|Q8WVM7|STAG1_HUMAN	sp|P40541|SCC3_YEAST	26.173	405	1.6399999999999998e-23	105.0
sp|Q8WVM8|SCFD1_HUMAN	sp|P22213|SLY1_YEAST	32.797	622	4.75e-117	362.0
sp|Q8WWH5|TRUB1_HUMAN	sp|P48567|PUS4_YEAST	32.461	191	4.07e-25	102.0
sp|Q8WWM7|ATX2L_HUMAN	sp|P53297|PBP1_YEAST	24.715	263	5.52e-12	67.8
sp|Q8WWN9|ICEF1_HUMAN	sp|P38041|BOI1_YEAST	29.299	157	4.22e-11	63.2
sp|Q8WWU5|TCP11_HUMAN	sp|P40317|SOK1_YEAST	24.074	270	2.93e-14	73.6
sp|Q8WWV3|RT4I1_HUMAN	sp|P28625|YIM1_YEAST	26.012	346	3.59e-20	89.0
sp|Q8WWY3|PRP31_HUMAN	sp|P49704|PRP31_YEAST	31.356	354	1.7299999999999997e-48	172.0
sp|Q8WXB1|MT21A_HUMAN	sp|P53970|EFM6_YEAST	31.481	216	1.86e-21	87.0
sp|Q8WYL5|SSH1_HUMAN	sp|P38590|MSG5_YEAST	35.57	149	3.7e-15	77.4
sp|Q8WZ74|CTTB2_HUMAN	sp|Q04749|AVO2_YEAST	29.87	154	9.68e-15	76.6
sp|Q8WZ82|OVCA2_HUMAN	sp|Q99369|FSH3_YEAST	28.054	221	4.19e-21	86.7
sp|Q92482|AQP3_HUMAN	sp|P43549|AQY3_YEAST	37.333	225	3.8e-51	176.0
sp|Q92485|ASM3B_HUMAN	sp|Q04119|PPN1_YEAST	27.491	291	3.35e-22	97.4
sp|Q92504|S39A7_HUMAN	sp|P40544|YKE4_YEAST	29.333	375	4.4200000000000004e-37	137.0
sp|Q92521|PIGB_HUMAN	sp|P30777|GPI10_YEAST	27.041	588	5.6099999999999996e-55	194.0
sp|Q92535|PIGC_HUMAN	sp|P46961|GPI2_YEAST	23.923	209	1.82e-07	49.3
sp|Q92538|GBF1_HUMAN	sp|P39993|GEA2_YEAST	24.078	922	4.53e-49	190.0
